strain	branch_length	cTiter	cTiterSub	cTiterSub_x	clade_membership	clock_length	country	country_entropy	dTiter	dTiterSub	date	delta_frequency	dms_star	ep	ep_x	lbi	mutation_length	ne	ne_star	numdate	raw_date	rb	region	region_entropy	is_terminal	timepoint	lineage	segment	frequency	naive	weighted_distance_to_future	weighted_distance_to_present	log2_distance_effect
A/Sydney/DD2-02/2010	0.0012184326349224464	6.542388400343211	6.10722113785054	-8.167680839551368	956f201	0.0012184326349224464	australia	-1.000088900581841e-12	0	1.812676145589693e-07	2010-09-04	0.2111275907643113	1.6502773886501498	4.091776425395773	-9.229683502080066	0.20676046072287355	0.0011663925166882888	9	-1.29062235060191	2010.6762491444215	2010-09-04	7	oceania	-1.000088900581841e-12	True	2010-10-01	h3n2	ha	0.067493	0.0	7.176041	6.058872999999999	0.24413866749663243
A/TianjinHexi/1266/2010	0.004058432783768315	6.933016288467277	6.713242442290889	-8.31690723295397	d4a2597	0.004058432783768315	china	-1.000088900581841e-12	0	0.30118804860217635	2010-05-12	0.15762782169619305	-2.3775063473263067	6.299569460681263	-5.603166938133169	-1.3988723490682142	0.005265839370512868	11	0.6073516944008986	2010.3613963039013	2010-05-12	7	china	-1.000088900581841e-12	True	2010-10-01	h3n2	ha	2e-06	0.0	13.926237999999996	10.847455999999998	0.36044885021262607
A/Bogota/WRAIR3457T/2010	0.001862190892496132	6.665373961510085	6.031411959348893	-7.619888452236832	e56a121	0.001862190892496132	colombia	-1.000088900581841e-12	0	0.0	2010-11-30	0.5832619191370217	-0.2317001648410328	6.299569460681263	-4.7372086864649585	-0.3335465192548047	0.003501111804973196	10	-0.3416353281005056	2010.9171800136887	2010-12-01	7	south_america	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	3.5e-05	0.0	11.28596	6.864737000000001	0.7172527870752936
A/Boston/DOA17/2011	0.0013940516639170814	6.665373883718053	6.7478277105647075	-7.619888452236832	e56a121	0.0013940516639170814	usa	-1.000088900581841e-12	0	0.0	2011-01-21	0.5832619191370217	-0.580540240955442	7.77143148420492	-4.745377184089566	-0.7405738433215949	0.001164856889297684	9	-1.29062235060191	2011.0574948665296	2011-01-21	7	north_america	-9.99866855976916e-13	True	2011-04-01	h3n2	ha	0.007047	0.0	10.452168000000004	6.384540000000001	0.711147634725003
A/Brussels/S0066/2010	0.002829367637927287	7.211909602588182	5.722229346895796	-6.650061092536888	7fba9ff	0.002829367637927287	belgium	-1.000088900581841e-12	0	0.0	2010-11-08	-1.2981172426893837	-0.908860312592533	5.563638448919432	-7.607290940345325	-1.6134709653066617	0.0005825529681759547	12	-1.29062235060191	2010.8569472963725	2010-11-09	7	europe	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	1e-06	0.0	10.551348000000004	10.454278000000004	0.013333894881173963
A/Cankiri/TR-56/2011	0.002478383509867385	7.211924173642008	5.722240780118003	-6.28514167093554	7fba9ff	0.002478383509867385	turkey	-1.000088900581841e-12	0	4.116212176125624e-07	2011-01-23	-1.2981172426893837	-1.1814832292197603	7.77143148420492	-4.812907139438382	-1.7443692615920856	0.0011658803448286242	11	0.6073516944008986	2011.065708418891	2011-01-24	7	west_asia	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.008806999999999999	0.0	7.431307000000001	10.713474000000003	-0.527738494985776
A/ChongqingWanzhou/182/2011	0.0023099130606336823	6.665373883718053	6.7478277105647075	-7.619888452236832	e56a121	0.0023099130606336823	china	-1.000088900581841e-12	0	0.0	2011-02-20	0.5832619191370217	0.14352277417278558	7.035500472443093	-5.6312158721270285	-0.9309033092102884	0.002916868105791918	10	-0.3416353281005056	2011.139630390144	2011-02-20	7	china	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.042314	0.0	10.531092000000005	6.314006000000002	0.7380275047139111
A/CoteDIvoire/GR1678/2010	0.0013107113673044846	6.6653791162722325	5.722240270472122	-5.271992434381963	956f201	0.0013107113673044846	cote_d_ivoire	-1.000088900581841e-12	0	0.0	2010-11-11	-1.66195734383239	0.5568542929301948	4.091776425395773	-8.691811169637313	-1.689160623264928	2.0755285978816918e-17	11	-1.29062235060191	2010.8651608487326	2010-11-12	7	africa	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	2e-06	0.0	6.592988000000002	8.356400000000002	-0.34194909677626983
A/Daejeon/2943/2010	0.0009555164140877537	6.665373883718053	6.7478277105647075	-7.619888452236832	e56a121	0.0009555164140877537	south_korea	-1.000088900581841e-12	0	0.0	2010-12-14	0.5832619191370217	0.7151514703266495	7.035500472443093	-5.6312158721270285	-0.4562993218408519	0.0011649949459128384	10	-0.3416353281005056	2010.9555099247088	2010-12-15	7	japan_korea	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.000197	0.0	10.419260000000005	5.865768000000003	0.8288609011444067
A/Darwin/25/2011	0.0016076402020375675	7.211909602588182	5.722231590678847	-6.650061092536888	36903ce	0.0016076402020375675	australia	-1.000088900581841e-12	0	0.0	2011-02-24	-1.2703496123986362	0.5656485805633312	7.035500472443093	-5.70079626556367	-0.2458192262858016	2.0704828716791047e-17	10	-0.3416353281005056	2011.1533196440798	2011-02-25	7	oceania	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.051902	0.0	9.965861000000004	9.886640000000003	0.011514151340213366
A/Delhi/8865/2011	0.0005215148584324232	7.211924173642008	5.722240270472122	-4.0361774439154265	7fba9ff	0.0005215148584324232	india	-1.000088900581841e-12	0	0.0	2011-02-06	-1.2981172426893837	-0.6039916746438055	7.035500472443093	-4.83666804566435	-1.7630102228587068	2.0776752988556268e-17	11	0.6073516944008986	2011.104038329911	2011-02-07	7	south_asia	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.021927000000000002	0.0	6.981099000000001	11.768101999999997	-0.753355580521481
A/Galati/47519/2011	0.0008644332113806817	7.919675178220652	5.722230483276378	-7.619888452236832	e56a121	0.0008644332113806817	romania	-1.000088900581841e-12	0	0.0	2010-12-29	0.5832619191370217	-1.6944833411527152	8.50736249596675	-3.916665270810461	-0.1183692893909447	0.0005817684829670427	9	-1.29062235060191	2010.993839835729	2010-12-29	7	europe	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.0009	0.0	11.341866000000001	6.839397000000002	0.7297169769414025
A/Goa/8773/2011	0.00015655934850807018	7.211924173642008	5.722240270472122	-4.0361774439154265	7fba9ff	0.00015655934850807018	india	-1.000088900581841e-12	0	0.0	2011-01-07	-1.2981172426893837	-0.6039916746438055	7.035500472443093	-4.83666804566435	-1.7197259152667188	0.0005826915910946516	11	0.6073516944008986	2011.0191649555106	2011-01-07	7	south_asia	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.002189	0.0	6.981099000000001	11.768101999999997	-0.753355580521481
A/Guadeloupe/202/2010	0.0018504181341117282	6.665373961510085	6.031411959348893	-7.619888452236832	e56a121	0.0018504181341117282	guadeloupe	-1.000088900581841e-12	0	0.0	2010-11-29	0.5832619191370217	-1.0906089236773513	7.77143148420492	-4.745343467089183	-0.3244131064325452	0.002330691299899557	11	0.6073516944008986	2010.9144421629017	2010-11-30	7	north_america	-9.99866855976916e-13	True	2011-04-01	h3n2	ha	2.9999999999999997e-05	0.0	12.285957999999995	7.864687000000001	0.6435491012155914
A/Guam/6439/2011	0.0017961079394252163	6.861279805434132	6.247981131487451	-7.828476854010288	2e38996	0.0017961079394252163	guam	-1.000088900581841e-12	0	0.0	2011-03-16	-0.9479646199119176	1.7059745436600136	6.299569460681263	-6.283927663090063	0.08982420765829055	0.001164672950713799	11	-0.3416353281005056	2011.2080766598224	2011-03-17	7	oceania	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.08968	0.0	14.800402999999994	10.917167999999998	0.4390378012652739
A/HongKong/4974/2011	0.0023371104092516012	7.211924173642008	5.722240270472122	-6.650061092536888	7fba9ff	0.0023371104092516012	hong_kong	-1.000088900581841e-12	0	0.0	2011-01-11	-1.2981172426893837	-0.1965230143084873	7.77143148420492	-4.7897568271015905	-1.7272135722211142	0.004677003092799929	13	2.5053257394037067	2011.0328542094448	2011-01-12	7	china	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.0034049999999999996	0.0	8.348348000000001	13.395276999999998	-0.6821617694255547
A/HongKong/6925/2010	0.0015438516402707242	6.861279805434132	6.247981131487451	-7.828476854010288	2e38996	0.0015438516402707242	hong_kong	-1.000088900581841e-12	0	0.0	2010-11-29	-0.9479646199119176	1.0170886790643314	6.299569460681263	-6.283927663090063	-0.2935819752565084	0.0011649487632342454	10	-1.29062235060191	2010.9144421629017	2010-11-30	7	china	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	2.9999999999999997e-05	0.0	13.800404999999998	10.096527999999998	0.4508513429067245
A/HongKong/6927/2010	0.002110320237928384	7.2275365234453215	5.722230483276378	-7.619888452236832	e56a121	0.002110320237928384	hong_kong	-1.000088900581841e-12	0	0.0	2010-11-30	0.5832619191370217	0.13765991575069467	7.77143148420492	-4.738900407475477	-0.9165679757666078	0.002332158898472757	10	-0.3416353281005056	2010.9171800136887	2010-12-01	7	china	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	3.5e-05	0.0	10.475507000000006	7.216290000000001	0.5376908478046982
A/Iowa/19/2010	0.002153410950538094	6.719310381967857	6.031411959348893	-7.619888452236832	e56a121	0.002153410950538094	usa	-1.000088900581841e-12	0	0.0	2010-12-29	0.5832619191370217	0.8675857893010129	7.035500472443093	-5.6312158721270285	-0.5777859284154411	2.062366198320044e-17	10	-0.3416353281005056	2010.996577686516	2010-12-30	7	north_america	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.000995	0.0	10.285962000000005	5.864807	0.8105211912744336
A/Liaoning-Haizhou/1118/2011	0.0018549717313491934	6.861279805434132	6.247981131487451	-7.828476854010288	2e38996	0.0018549717313491934	china	-1.000088900581841e-12	0	0.0	2011-03-22	-0.9479646199119176	1.0170886790643314	6.299569460681263	-6.283927663090063	0.07023519623477753	0.0005821895967882737	10	-1.29062235060191	2011.2217659137577	2011-03-22	7	china	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.096106	0.0	13.800404999999998	10.096527999999998	0.4508513429067245
A/Madagascar/1147/2011	0.0018700469764156358	6.665373883718053	5.722230483276378	-7.619888452236832	e56a121	0.0018700469764156358	madagascar	-1.000088900581841e-12	0	0.0	2011-03-23	0.5832619191370217	1.3073001709578314	7.77143148420492	-4.753220532103501	0.7918968494998468	0.0011643528060627144	9	-1.29062235060191	2011.227241615332	2011-03-24	7	africa	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.09805900000000001	0.0	10.346050000000005	5.690732999999999	0.8623936716231462
A/Madagascar/169/2011	0.0006975359342911089	6.665373883718053	5.722230483276378	-7.619888452236832	e56a121	0.0006975359342911089	madagascar	-9.99866855976916e-13	0	0.0	2011-01-23	0.5832619191370217	0.712220041115604	7.035500472443093	-5.6312158721270285	0.7520481621000169	2.05958897635668e-17	10	-0.3416353281005056	2011.065708418891	2011-01-24	7	africa	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.008806999999999999	0.0	10.316746000000006	5.8209670000000004	0.8256572588932516
A/Madagascar/751/2011	0.001362220764653886	6.665373883718053	5.722230483276378	-7.619888452236832	e56a121	0.001362220764653886	madagascar	-1.000088900581841e-12	0	0.0	2011-02-28	0.5832619191370217	0.5568542929301948	7.035500472443093	-5.6312158721270285	0.9870870268764544	0.0005818831152792607	9	-1.29062235060191	2011.164271047228	2011-03-01	7	africa	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.059938	0.0	9.346052	4.886851	0.9354519466499456
A/Madagascar/7749/2010	0.004552055571100021	7.211909602588182	5.722229346895796	-6.650061092536888	7fba9ff	0.004552055571100021	madagascar	-1.000088900581841e-12	0	0.0	2010-12-10	-1.2981172426893837	-0.047020124545169066	5.563638448919432	-7.616109332021602	-1.6733439547737166	0.004669415966449513	12	0.6073516944008986	2010.9418206707733	2010-12-10	7	africa	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.000109	0.0	10.576537000000005	10.147664000000004	0.059719677299675956
A/Montana/5/2011	0.001992539356604928	7.919675178220652	5.722230483276378	-7.619888452236832	e56a121	0.001992539356604928	usa	-9.99866855976916e-13	0	0.0	2011-03-01	0.5832619191370217	0.5568542929301948	7.035500472443093	-5.6312158721270285	0.4731014978138052	0.0005820029597843913	9	-1.29062235060191	2011.1670088980152	2011-03-02	7	north_america	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.061966999999999994	0.0	9.346052	4.886851	0.9354519466499456
A/Moscow/WRAIR4307N/2011	0.002359275983617445	7.919675178220652	5.722230483276378	-7.619888452236832	e56a121	0.002359275983617445	russia	-1.000088900581841e-12	0	0.0	2011-02-06	0.5832619191370217	0.5568542929301948	7.035500472443093	-5.6312158721270285	-0.30125486915376914	0.0017478814140418374	9	-1.29062235060191	2011.104038329911	2011-02-07	7	west_asia	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.021927000000000002	0.0	9.346052	4.886851	0.9354519466499456
A/Nauru/3/2011	0.0011838209001892304	7.211909602588182	5.722231590678847	-6.650061092536888	36903ce	0.0011838209001892304	nauru	-1.000088900581841e-12	0	0.0	2011-01-19	-1.2703496123986362	0.32233995604655835	7.035500472443093	-5.70079626556367	-0.4269897120214106	0.0011651071037576653	11	0.6073516944008986	2011.0547570157426	2011-01-20	7	oceania	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.006528	0.0	10.965859000000002	10.873584	0.0121912886774359
A/Ontario/22/2011	0.0013382867363632214	7.919675178220652	5.722230483276378	-7.619888452236832	e56a121	0.0013382867363632214	canada	-1.000088900581841e-12	0	0.0	2011-02-06	0.5832619191370217	-1.474626150324306	8.50736249596675	-3.9176038542261336	-0.489956693405229	0.001165209547972742	10	-0.3416353281005056	2011.104038329911	2011-02-07	7	north_america	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.021927000000000002	0.0	11.975630999999998	7.7500490000000015	0.6278243370216582
A/Peru/PER055/2011	0.0010400576390198132	6.665373961510085	6.031411959348893	-7.619888452236832	e56a121	0.0010400576390198132	peru	-1.000088900581841e-12	0	0.0	2011-01-07	0.5832619191370217	0.8675857893010129	7.035500472443093	-5.6312158721270285	-0.6404705371532367	0.0005820029597843913	10	-0.3416353281005056	2011.0191649555106	2011-01-07	7	south_america	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.002189	0.0	10.285962000000005	5.864807	0.8105211912744336
A/Peru/PER241/2010	0.0002590006844627596	7.919675178220652	5.722230483276378	-7.619888452236832	e56a121	0.0002590006844627596	peru	-1.000088900581841e-12	0	0.0	2010-11-06	0.5832619191370217	0.5568542929301948	7.035500472443093	-5.6312158721270285	1.1383916741284326	2.05958897635668e-17	9	-1.29062235060191	2010.8487337440106	2010-11-06	7	south_america	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	1e-06	0.0	9.346052	4.886851	0.9354519466499456
A/Peru/PER362/2011	0.0028186261677442264	6.665379135201081	5.722229346895796	-8.000917992124165	956f201	0.0028186261677442264	peru	-1.000088900581841e-12	0	0.0	2011-02-23	-1.66195734383239	-0.4808716477798966	4.827707437157604	-8.685591545387911	-0.24487398630216176	0.0017498331042297257	11	0.6073516944008986	2011.1478439425048	2011-02-23	7	south_america	-9.99866855976916e-13	True	2011-04-01	h3n2	ha	0.047986	0.0	8.885042000000004	7.944878	0.1613535299558527
A/Philippines/1197/2011	0.0021138121889612976	6.665373883718053	5.722230483276378	-7.619888452236832	e56a121	0.0021138121889612976	philippines	-1.000088900581841e-12	0	0.0	2011-03-22	0.5832619191370217	-0.11444299639921456	7.77143148420492	-4.767527913719904	0.7886535082485725	0.002330426817277548	10	-0.3416353281005056	2011.2245037645446	2011-03-23	7	southeast_asia	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.09713	0.0	11.234216	6.159725000000001	0.866961598392049
A/Philippines/5229/2010	0.0004292296626688189	6.665373883718053	5.722230483276378	-7.619888452236832	e56a121	0.0004292296626688189	philippines	-1.000088900581841e-12	0	0.0	2010-12-11	0.5832619191370217	0.5568542929301948	7.035500472443093	-5.6312158721270285	2.0419615091276904	0.0005818831152792607	9	-1.29062235060191	2010.947296372348	2010-12-12	7	southeast_asia	-9.99866855976916e-13	True	2011-04-01	h3n2	ha	0.000138	0.0	9.346052	4.886851	0.9354519466499456
A/Romania/55656/2011	0.002235125293998101	7.919675178220652	5.722230483276378	-7.631908052713139	e56a121	0.002235125293998101	romania	-1.000088900581841e-12	0	0.0	2011-03-10	0.5832619191370217	0.4864999918651039	7.035500472443093	-5.6312158721270285	0.4334647494641385	0.001747759329787561	10	-0.3416353281005056	2011.1889117043122	2011-03-10	7	europe	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.077788	0.0	10.346050000000005	5.731274999999999	0.8521520419585598
A/SaoPaulo/32892/2001	0.002196221497654083	6.665373883718053	5.722230483276378	-7.619888452236832	e56a121	0.002196221497654083	brazil	-1.000088900581841e-12	0	0.0	2011-03-30	0.5832619191370217	-4.555558251133081	7.035500472443093	-5.6312158721270285	0.738126159587148	0.0023381708612968425	13	2.5053257394037067	2011.2436687200545	2011-03-30	7	south_america	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.101495	0.0	12.907299999999996	7.744945000000001	0.7368603445573988
A/Singapore/GP185/2011	0.00014223132502702568	6.665373961510085	6.031411959348893	-7.619888452236832	e56a121	0.00014223132502702568	singapore	-9.99866855976916e-13	0	0.0	2011-01-18	0.5832619191370217	0.8675857893010129	7.035500472443093	-5.6312158721270285	-0.7197643829917869	2.062366198320044e-17	10	-0.3416353281005056	2011.0492813141684	2011-01-18	7	southeast_asia	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.005584	0.0	10.285962000000005	5.864807	0.8105211912744336
A/Singapore/GP429/2011	0.001826763573417961	7.211909602588182	5.722231590678847	-6.650061092536888	36903ce	0.001826763573417961	singapore	-1.000088900581841e-12	0	0.0	2011-02-02	-1.2703496123986362	-0.3020544659061238	7.035500472443093	-5.70079626556367	-0.7444782586985677	0.0017487412112275574	12	1.5563387169023029	2011.090349075976	2011-02-02	7	southeast_asia	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.01622	0.0	11.854025000000007	11.321333999999997	0.06633304338645767
A/Singapore/GP4459/2010	0.0008429966150105062	7.919675178220652	5.722230483276378	-7.619888452236832	e56a121	0.0008429966150105062	singapore	-1.000088900581841e-12	0	0.0	2010-11-11	0.5832619191370217	0.5568542929301948	7.035500472443093	-5.6312158721270285	1.3165405797057148	0.0005818830515704161	9	-1.29062235060191	2010.8651608487326	2010-11-12	7	southeast_asia	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	2e-06	0.0	9.346052	4.886851	0.9354519466499456
A/Stockholm/18/2011	0.002816805127563951	6.6653791162722325	5.722240270472122	-5.271992434381963	956f201	0.002816805127563951	sweden	-1.000088900581841e-12	0	0.0	2011-02-21	-1.66195734383239	0.5949628726737858	4.827707437157604	-7.787068142201876	-1.8201632227727156	0.0017487025831169813	11	-1.29062235060191	2011.1423682409309	2011-02-21	7	europe	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.044174	0.0	7.3208720000000005	9.082235999999998	-0.3110320250720182
A/Townsville/87/2010	0.0	6.665373883718053	5.722230483276378	-7.619888452236832	e56a121	0.0	australia	-1.000088900581841e-12	0	0.0	2010-11-26	0.5832619191370217	0.712220041115604	7.035500472443093	-5.6312158721270285	1.8056088705938216	2.05958897635668e-17	10	-0.3416353281005056	2010.903490759753	2010-11-26	7	oceania	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	1.8e-05	0.0	10.316746000000006	5.8209670000000004	0.8256572588932516
A/Townsville/98/2010	0.0013521318574872196	6.665373883718053	5.722230483276378	-7.619888452236832	e56a121	0.0013521318574872196	australia	-1.000088900581841e-12	0	0.0	2010-12-13	0.5832619191370217	-0.0030486863794871987	7.035500472443093	-5.6312158721270285	1.1648189287873043	0.0017474023851132186	11	0.6073516944008986	2010.9500342231354	2010-12-13	7	oceania	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.000156	0.0	11.346048	6.886227000000001	0.7204042282156798
A/Ulaanbaatar/3849/2010	0.0016206941291316487	7.919675178220652	5.722230483276378	-7.619888452236832	e56a121	0.0016206941291316487	mongolia	-1.000088900581841e-12	0	0.0	2010-12-06	0.5832619191370217	0.3809685402674675	7.035500472443093	-5.6312158721270285	0.4601967685758027	0.0011645404421843336	11	0.6073516944008986	2010.9308692676248	2010-12-06	7	west_asia	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	6.6e-05	0.0	11.346024	6.886587000000001	0.7203257568949005
A/Uppsala/3/2011	1.273098279564594e-05	6.665373961510085	6.031411959348893	-7.619888452236832	e56a121	1.273098279564594e-05	sweden	-1.000088900581841e-12	0	0.0	2011-01-07	0.5832619191370217	0.8675857893010129	7.035500472443093	-5.6312158721270285	-0.6404705371532367	2.062366198320044e-17	10	-0.3416353281005056	2011.0191649555106	2011-01-07	7	europe	-1.000088900581841e-12	True	2011-04-01	h3n2	ha	0.002189	0.0	10.285962000000005	5.864807	0.8105211912744336
A/Adjame/GR765/2011	0.002970038793587891	7.812625727279133	5.842403302551428	-6.788643346190689	f8b8996	0.002970038793587891	cote_d_ivoire	-1.000088900581841e-12	0	0.0	2011-09-12	-0.5420603654078335	-0.7153859846635329	4.827707437157604	-8.495276181936983	-0.3952739845445633	0.0011645643464798475	12	-0.3416353281005056	2011.6981519507187	2011-09-12	7	africa	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.081568	0.0	8.797696000000002	7.766503000000001	0.17986060363274228
A/Argentina/8823/2011	0.002847737505960797	6.748985779668328	6.009870757361457	-9.07202466746318	3b60fb2	0.002847737505960797	argentina	-1.000088900581841e-12	0	0.0	2011-07-27	-1.1329619489918323	0.5568542929301948	7.035500472443093	-6.42895729881225	-1.5847525167181211	0.0011640971182092562	10	-1.29062235060191	2011.5722108145105	2011-07-28	7	south_america	-9.99866855976916e-13	True	2011-10-01	h3n2	ha	0.01015	0.0	11.560120000000001	9.226488000000002	0.3253028684312285
A/Bangladesh/3564/2011	0.002059852375430556	8.720036299050355	5.842374938360207	-5.761194269887012	c139e7c	0.002059852375430556	bangladesh	-1.000088900581841e-12	0	0.0	2011-07-12	0.24585115268344854	-0.7359059891408511	5.563638448919432	-7.335861707812227	-0.16575650604605782	0.001747911076778783	12	-0.3416353281005056	2011.5311430527038	2011-07-13	7	south_asia	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.0031379999999999997	0.0	6.862932000000002	6.535858000000003	0.07044842069335813
A/Bangladesh/5006/2011	0.0016368852909435447	8.720036299050355	5.842374938360207	-5.761194269887012	c139e7c	0.0016368852909435447	bangladesh	-1.000088900581841e-12	0	0.0	2011-08-07	0.24585115268344854	0.5568542929301948	5.563638448919432	-7.335861707812227	-0.18632379222026654	0.0011644659483887644	11	-1.29062235060191	2011.602327173169	2011-08-08	7	south_asia	-9.99866855976916e-13	True	2011-10-01	h3n2	ha	0.020568	0.0	5.862934000000001	5.639843	0.05596781423629154
A/Bangladesh/5071/2011	0.00023300388954632797	8.720036299050355	5.842374938360207	-5.761194269887012	c139e7c	0.00023300388954632797	bangladesh	-9.99866855976916e-13	0	0.0	2011-05-18	0.24585115268344854	0.5568542929301948	5.563638448919432	-7.335861707812227	0.8243823362552429	0.0005819144332220768	11	-1.29062235060191	2011.380561259412	2011-05-19	7	south_asia	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	5e-06	0.0	5.862934000000001	5.639843	0.05596781423629154
A/Brisbane/159/2011	0.0013214236123163315	7.498639276013765	5.842378491412048	-6.3415246788131086	36903ce	0.0013214236123163315	australia	-1.000088900581841e-12	0	2.1942530098841982e-06	2011-05-12	-1.5976069625236735	0.4718428458098766	7.035500472443093	-6.218547498008389	-1.8829933922914632	0.0017485710346900898	10	-0.3416353281005056	2011.3613963039013	2011-05-12	7	oceania	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	2e-06	0.0	12.647938999999997	11.416773000000001	0.147747390461208
A/Brisbane/299/2011	0.001013858360513445	7.1389459739797605	6.009872966406548	-9.07202466746318	3b60fb2	0.001013858360513445	australia	-9.99866855976916e-13	0	0.0	2011-08-13	-1.1329619489918323	-0.32843732880553284	7.77143148420492	-5.4795569632423655	-1.6193308613012556	0.0005818377012229617	11	-0.3416353281005056	2011.6160164271048	2011-08-13	7	oceania	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.027156	0.0	13.560115999999999	11.106671999999998	0.2879429273075955
A/ChiangRai/277/2011	0.0024472150366958924	6.916156520415878	7.304337363997076	-8.285375732992268	38da78c	0.0024472150366958924	thailand	-1.000088900581841e-12	0	0.0	2011-09-20	1.07866369026075	-1.2899461100284422	7.77143148420492	-5.446162282582559	0.3587644317897675	0.0011657675858862313	12	0.6073516944008986	2011.720054757016	2011-09-20	7	southeast_asia	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.092807	0.0	6.128700000000001	6.789813000000001	-0.14779075481240034
A/Denmark/87/2011	0.0003916951080649364	6.9536939331268774	7.304337363997076	-8.285375732992268	38da78c	0.0003916951080649364	denmark	-1.000088900581841e-12	0	0.0	2011-09-04	1.07866369026075	0.3897628279006039	7.77143148420492	-5.446162282582559	0.9130415448270724	2.0272780554615395e-17	11	-0.3416353281005056	2011.6762491444215	2011-09-04	7	europe	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.0669	0.0	5.128701999999998	5.975428999999998	-0.22044854680793974
A/Durban/92/2011	0.0013420944558524064	7.81262576617637	5.842403302551428	-6.788643346190689	f8b8996	0.0013420944558524064	south_africa	-1.000088900581841e-12	0	0.0	2011-06-15	-0.5420603654078335	0.5568542929301948	4.827707437157604	-8.495276181936983	-0.7654457910311431	0.0005822655021641409	11	-1.29062235060191	2011.454483230664	2011-06-15	7	africa	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.000183	0.0	7.797698000000002	6.929641000000001	0.17026766772394683
A/England/253/2011	0.00047410441675674314	6.9536939331268774	7.304337363997076	-8.285375732992268	38da78c	0.00047410441675674314	australia	-1.000088900581841e-12	0	0.0	2011-09-10	1.07866369026075	0.3897628279006039	7.77143148420492	-5.446162282582559	0.8224034938678785	2.0272780554615395e-17	11	-0.3416353281005056	2011.695414099932	2011-09-11	7	oceania	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.079873	0.0	5.128701999999998	5.975428999999998	-0.22044854680793974
A/Georgia/8/2011	3.563768329029743e-05	8.720036299050355	5.842374938360207	-5.761194269887012	c139e7c	3.563768329029743e-05	usa	-1.000088900581841e-12	0	0.0	2011-07-20	0.24585115268344854	0.5568542929301948	5.563638448919432	-7.335861707812227	0.001229673779872099	2.0058064309246887e-17	11	-1.29062235060191	2011.5530458590008	2011-07-21	7	north_america	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.0060490000000000006	0.0	5.862934000000001	5.639843	0.05596781423629154
A/Guangdong/174/2011	0.002957289950763331	6.7082979218308525	6.457183972718401	-9.073102659824027	e56a121	0.002957289950763331	china	-1.000088900581841e-12	0	0.0	2011-08-15	-3.615748715559861	0.3018199515692402	7.035500472443093	-6.399358563991308	-1.6836017118989115	0.0005826229388567602	10	-0.3416353281005056	2011.624229979466	2011-08-16	7	china	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.031669	0.0	11.671655	9.519196	0.29409751223000147
