strain	branch_length	cTiter	cTiterSub	cTiterSub_x	clade_membership	clock_length	country	country_entropy	dTiter	dTiterSub	date	delta_frequency	dms_star	ep	ep_x	lbi	mutation_length	ne	ne_star	numdate	raw_date	rb	region	region_entropy	is_terminal	timepoint	lineage	segment	frequency	naive
A/Ethiopia/41/2012	0.003772643187001925	7.493737612860825	6.181166618894862	-9.000227526113559	f8b8996	0.003772643187001925	ethiopia	-1.000088900581841e-12	0	0.0	2012-03-26	-0.7525414071355343	0.841202926401604	5.563638448919432	-7.64574360992894	-0.5371788220529241	0.0017490624259645367	11	-1.2906223506019099	2012.2354551676929	2012-03-26	7	africa	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.08000800000000001	0.0
A/Georgia/255/2012	0.0020614177397209822	7.28853926189849	7.025541190316125	-9.111704752275882	f2ec31a	0.0020614177397209822	usa	-1.000088900581841e-12	0	0.0	2012-02-21	-0.45123256693299024	-0.5365688027897602	7.771431484204921	-5.679394322399339	0.6061224534360325	0.0005822187321005785	12	-0.3416353281005056	2012.1451060917184	2012-02-22	7	north_america	-9.99866855976916e-13	True	2012-04-01	h3n2	ha	0.036765	0.0
A/Goroka/5/2012	0.0044530458590011646	7.493737612860825	6.181166724496094	-8.999893725923215	f8b8996	0.0044530458590011646	papua_new_guinea	-1.000088900581841e-12	0	8.529002008900279e-08	2012-03-06	-0.7525414071355343	-0.5072545106793056	5.563638448919432	-7.809970438074398	-0.5141036579126819	0.004674543898094257	13	0.6073516944008986	2012.177960301164	2012-03-05	7	oceania	-9.99866855976916e-13	True	2012-04-01	h3n2	ha	0.055892	0.0
A/Guyane/1297/2012	0.002581177275837853	7.28849766321829	7.025541190316125	-9.111704752275882	f2ec31a	0.002581177275837853	french_guiana	-1.000088900581841e-12	0	0.0	2012-03-08	-0.45123256693299024	0.5568542929301948	7.771431484204921	-5.679394322399339	0.40146155385517135	0.0005822187321005785	11	-1.2906223506019099	2012.1861738535247	2012-03-08	7	south_america	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.060572	0.0
A/HongKong/4937/2011	0.003859693395332008	7.0019442329001835	7.025541190316125	-9.111704752275882	f2ec31a	0.003859693395332008	hong_kong	-1.000088900581841e-12	0	0.0	2011-11-29	-0.45123256693299024	0.9232829443108769	7.771431484204921	-5.679394322399339	-1.2387269864382742	0.0011670475033112519	13	-0.3416353281005056	2011.9144421629017	2011-11-30	7	china	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	2.4e-05	0.0
A/HongKong/5047/2011	0.004511000212683082	7.001941672059561	6.778286345340171	-9.005643243890079	6c1138e	0.004511000212683082	hong_kong	-1.000088900581841e-12	0	8.529002008900279e-08	2011-12-14	-1.131575570913824	-0.6538259712315783	8.50736249596675	-4.927206613721586	-1.3360420957565307	0.0017493003848300026	11	-0.3416353281005056	2011.952772073922	2011-12-14	7	china	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.00014	0.0
A/Iceland/17/2012	0.0032956516255797305	6.677853873422808	6.068660869747689	-10.279242769712411	3b60fb2	0.0032956516255797305	iceland	-1.000088900581841e-12	0	0.0	2012-02-17	-2.1686264419947308	0.5568542929301948	7.035500472443092	-7.063182642489951	-1.935841897825132	0.0040825279164329615	10	-1.2906223506019099	2012.1314168377826	2012-02-17	7	europe	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.029491000000000007	0.0
A/India/1240/2012	0.001413754165751551	7.5090333512429215	5.946394926001735	-8.33661993745368	c139e7c	0.001413754165751551	india	-1.000088900581841e-12	0	0.0	2012-01-29	-0.9705153014813733	0.5568542929301948	5.563638448919432	-7.573183734192596	-0.8729199500085001	0.0011640221762633106	11	-1.2906223506019099	2012.082135523614	2012-01-30	7	south_asia	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.010664	0.0
A/India/7459/2011	0.0004985715398835856	7.5090333512429215	5.946394926001735	-8.33661993745368	c139e7c	0.0004985715398835856	india	-1.000088900581841e-12	0	0.0	2011-11-14	-0.9705153014813733	1.163660139616604	6.299569460681262	-6.67768980197334	-0.2810707303288659	0.0005817100527810557	11	-1.2906223506019099	2011.8706365503078	2011-11-14	7	south_asia	-9.99866855976916e-13	True	2012-04-01	h3n2	ha	3e-06	0.0
A/Istanbul/202/2011	0.0013839171830071287	7.2885263134210065	7.025541190316125	-9.111704752275882	f2ec31a	0.0013839171830071287	turkey	-1.000088900581841e-12	0	0.0	2011-12-18	-0.45123256693299024	0.5568542929301948	7.771431484204921	-5.679394322399339	0.9871236350709806	0.000582238973068911	11	-1.2906223506019099	2011.9664613278574	2011-12-19	7	west_asia	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.000248	0.0
A/Kumamoto/29-513/2012	0.003925953245747897	7.509026500017217	5.946394926001735	-8.33661993745368	c139e7c	0.003925953245747897	japan	-1.000088900581841e-12	0	0.0	2012-02-17	-0.9705153014813733	0.8617229308789223	5.563638448919432	-7.573183734192596	-1.373740145275971	0.0029146887448727376	12	-0.3416353281005056	2012.1341546885694	2012-02-18	7	japan_korea	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.030887	0.0
A/Macau/600193/2012	0.00313524955637973	7.288492976617597	7.025541190316125	-9.111704752275882	f2ec31a	0.00313524955637973	china	-1.000088900581841e-12	0	0.0	2012-03-15	-0.45123256693299024	0.6858371782161949	7.771431484204921	-5.679394322399339	0.1808653101136042	0.0017482900950922704	12	-0.3416353281005056	2012.2053388090344	2012-03-15	7	china	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.070361	0.0
A/Malaysia/341/2012	0.002409875674044437	8.01988531350075	5.946394986632749	-8.33661993745368	8aaed0b	0.002409875674044437	malaysia	-1.000088900581841e-12	0	0.0	2012-02-28	-0.9320172651417624	-1.8879576690817153	7.771431484204921	-4.226618632892576	-0.531267911058977	0.0017493011565087235	11	-0.3416353281005056	2012.1615331964408	2012-02-28	7	southeast_asia	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.04622	0.0
A/Maryland/2/2012	0.002927969002872906	6.7780217595676655	5.946394926001735	-8.33661993745368	c139e7c	0.002927969002872906	usa	-1.000088900581841e-12	0	0.0	2012-01-18	-0.9705153014813733	-0.7153859846635329	5.563638448919432	-7.573183734192596	-1.4888938612081037	0.002329349689460177	12	-0.3416353281005056	2012.0492813141684	2012-01-18	7	north_america	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.004456	0.0
A/Milan/268/2011	0.003418091646447623	7.493739319277207	6.181166618894862	-7.167001517490647	f8b8996	0.003418091646447623	italy	-9.99866855976916e-13	0	0.0	2011-12-14	-0.7525414071355343	0.3018199515692402	4.827707437157603	-8.740185341729408	-1.3581084967729	0.0023304180943396076	12	-0.3416353281005056	2011.9555099247088	2011-12-15	7	europe	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.000157	0.0
A/Novosibirsk/8/2012	0.002714312461482165	7.288503402172254	7.025541190316125	-9.111704752275882	f2ec31a	0.002714312461482165	russia	-1.000088900581841e-12	0	0.0	2012-03-26	-0.45123256693299024	-0.2053173019416237	8.50736249596675	-4.7819394934321	0.37509852465054866	0.0011651588395245526	11	-1.2906223506019099	2012.2327173169065	2012-03-25	7	west_asia	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.07950700000000001	0.0
A/Ohio/2/2012	0.0015012090694551568	7.509027806622673	5.946394926001735	-8.33661993745368	c139e7c	0.0015012090694551568	usa	-1.000088900581841e-12	0	0.0	2012-03-08	-0.9705153014813733	-0.1994544435195328	5.563638448919432	-6.830581007195685	-0.3573149372145901	0.0023304086794550807	11	-1.2906223506019099	2012.1861738535247	2012-03-08	7	north_america	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.060572	0.0
A/Oujda/144H/2011	0.0021802577302439674	7.509027127379054	5.946394926001735	-8.33661993745368	c139e7c	0.0021802577302439674	morocco	-1.000088900581841e-12	0	0.0	2011-11-30	-0.9705153014813733	0.5568542929301948	5.563638448919432	-7.573183734192596	-0.6214967584312987	0.0017473671664268824	11	-1.2906223506019099	2011.9171800136887	2011-12-XX	7	africa	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.000176	0.0
A/Perth/315/2011	0.0017095699519392507	7.509028923533252	5.946394926001735	-8.33661993745368	c139e7c	0.0017095699519392507	australia	-1.000088900581841e-12	0	0.0	2011-11-30	-0.9705153014813733	0.6447971692615585	6.299569460681262	-6.550713133178092	-0.4335899546629554	0.0011639092857902984	11	-1.2906223506019099	2011.9171800136887	2011-12-01	7	oceania	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	2.8000000000000013e-05	0.0
A/Peru/PER117/2012	0.0011225507041901783	7.509026925560303	6.7782861791079245	-9.876269922932396	c139e7c	0.0011225507041901783	peru	-1.000088900581841e-12	0	0.6718863122930023	2012-01-01	-0.9705153014813733	1.0698544048631498	5.563638448919432	-8.614010401009304	-0.8872159112935604	0.0017468081629588988	11	-1.2906223506019099	2012.002737850787	2012-01-01	7	south_america	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.000992	0.0
A/Peru/PER346/2011	0.0006133789040534478	7.509026925560303	5.946394926001735	-8.33661993745368	c139e7c	0.0006133789040534478	peru	-1.000088900581841e-12	0	0.0	2011-11-18	-0.9705153014813733	0.5568542929301948	5.563638448919432	-7.573183734192596	-0.59066850258942	0.0005819613025053482	11	-1.2906223506019099	2011.884325804244	2011-11-19	7	south_america	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	5e-06	0.0
A/Peru/PER356/2012	0.006480091528625168	7.0328208374798455	5.946395015684872	-10.278477546096388	e56a121	0.006480091528625168	peru	-9.99866855976916e-13	0	4.3501284065424e-08	2012-02-03	-0.9085850714995847	1.4714602067763771	7.771431484204921	-6.189906545263643	-1.8797210220587899	0.005252269798754589	11	0.6073516944008986	2012.095824777549	2012-02-04	7	south_america	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.014652000000000004	0.0
A/Petrozavodsk/1/2012	0.002868324316291776	7.509028276150423	5.946394926001735	-8.33661993745368	c139e7c	0.002868324316291776	russia	-1.000088900581841e-12	0	0.0	2012-02-27	-0.9705153014813733	0.5568542929301948	5.563638448919432	-7.573183734192596	-0.33347133986226185	0.00174712202397862	11	-1.2906223506019099	2012.1587953456533	2012-02-27	7	west_asia	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.044611000000000005	0.0
A/Philippines/3/2012	0.002895122226023291	7.509026705418178	5.946394926001735	-8.33661993745368	c139e7c	0.002895122226023291	philippines	-1.000088900581841e-12	0	0.0	2012-01-15	-0.9705153014813733	-1.070088919200033	7.035500472443092	-5.6066795168604235	-1.0101144940791082	0.002329269127915459	11	-1.2906223506019099	2012.043805612594	2012-01-16	7	southeast_asia	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.003795	0.0
A/Saitama/320/2011	0.003475263786929257	6.677823541596342	5.946395099607071	-10.278477546096388	e56a121	0.003475263786929257	japan	-9.99866855976916e-13	0	1.1128199032554653e-07	2011-11-11	-0.9085850714995847	0.5070199963424221	7.771431484204921	-6.162230684358835	-1.8922821378413404	0.0052459960098907524	14	2.5053257394037067	2011.8624229979464	2011-11-11	7	japan_korea	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	2e-06	0.0
A/Shanghai-Songjiang/154/2012	0.0034084944664348822	7.001946339291885	7.025541190316125	-9.111704752275882	f2ec31a	0.0034084944664348822	china	-1.000088900581841e-12	0	0.0	2012-01-08	-0.45123256693299024	0.3545856773680584	8.50736249596675	-4.796071682615945	-0.9016586036420992	0.0029164818357225245	12	-0.3416353281005056	2012.024640657084	2012-01-09	7	china	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.002091	0.0
A/Singapore/29/2012	0.0027731166273463163	7.288502058675466	7.025541190316125	-9.111704752275882	f2ec31a	0.0027731166273463163	singapore	-1.000088900581841e-12	0	0.0	2012-03-25	-0.45123256693299024	0.09075704837396734	9.24329350772858	-3.9667796816041365	0.3661373176969265	0.00116504158629723	11	-1.2906223506019099	2012.2299794661194	2012-03-24	7	southeast_asia	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.078924	0.0
A/Southaustralia/1/2012	0.0015156774435089553	7.509048597285874	5.946394926001735	-8.33661993745368	c139e7c	0.0015156774435089553	australia	-1.000088900581841e-12	0	0.0	2012-02-06	-0.9705153014813733	0.2607799426146038	6.299569460681262	-6.575715462141024	-0.921096890266092	0.001164466993847604	11	-1.2906223506019099	2012.104038329911	2012-02-07	7	oceania	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.0175	0.0
A/Switzerland/5834718/2012	0.0020787071824830907	7.288493518414693	7.025541190316125	-9.111704752275882	f2ec31a	0.0020787071824830907	switzerland	-9.99866855976916e-13	0	0.0	2012-01-08	-0.45123256693299024	0.5568542929301948	7.771431484204921	-5.679394322399339	0.351187360871645	0.0011647649093149892	11	-1.2906223506019099	2012.024640657084	2012-01-09	7	europe	-9.99866855976916e-13	True	2012-04-01	h3n2	ha	0.002091	0.0
A/Sydney/200/2012	0.0013097193702938242	7.001947579706874	7.025541190316125	-9.111704752275882	f2ec31a	0.0013097193702938242	australia	-1.000088900581841e-12	0	0.0	2012-01-08	-0.45123256693299024	-1.1228546449988515	7.771431484204921	-5.679394322399339	-0.485081465776372	0.0005826336570053558	12	-0.3416353281005056	2012.024640657084	2012-01-09	7	oceania	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.002091	0.0
A/Taiwan/194/2012	0.002408821013892955	7.288494914527973	7.025541190316125	-9.111704752275882	f2ec31a	0.002408821013892955	taiwan	-9.99866855976916e-13	0	0.0	2012-02-13	-0.45123256693299024	0.5568542929301948	7.771431484204921	-5.679394322399339	0.01240290645362914	0.001165395486069334	11	-1.2906223506019099	2012.123203285421	2012-02-14	7	china	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.025505	0.0
A/Tehran/104/2012	0.0036021410780390506	7.509026121524148	6.393097106931049	-8.464963783230786	c139e7c	0.0036021410780390506	iran	-1.000088900581841e-12	0	0.360784032669144	2012-01-01	-0.9705153014813733	1.234014440681695	6.299569460681262	-6.825839422074353	-1.261595889789305	0.002914305932948452	11	-1.2906223506019099	2012.002737850787	2012-01-01	7	west_asia	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.000992	0.0
A/Tunisia/15685/2011	0.0004397077479596084	7.5090333512429215	5.946394926001735	-8.33661993745368	c139e7c	0.0004397077479596084	tunisia	-1.000088900581841e-12	0	0.0	2011-11-08	-0.9705153014813733	0.5568542929301948	5.563638448919432	-7.573183734192596	-0.23344285792807568	0.0005816900666926767	11	-1.2906223506019099	2011.8569472963725	2011-11-09	7	africa	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	1e-06	0.0
A/Utah/12/2011	0.0004101265134590776	7.5090333512429215	5.946394926001735	-8.33661993745368	c139e7c	0.0004101265134590776	usa	-1.000088900581841e-12	0	0.0	2011-11-06	-0.9705153014813733	1.1871115733049677	4.827707437157603	-7.300816897307621	-0.20423390298762956	0.0005818663750608188	11	-1.2906223506019099	2011.8487337440106	2011-11-06	7	north_america	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	1e-06	0.0
A/Victoria/721/2011	7.444934678612486e-05	6.951802026516688	6.068660917047802	-8.928348190904444	3b60fb2	7.444934678612486e-05	australia	-1.000088900581841e-12	0	0.0	2011-11-06	-2.1686264419947308	0.6096200187290131	8.50736249596675	-5.1529297708015775	-1.8893762466678559	1.9454605387798385e-17	10	-1.2906223506019099	2011.8487337440106	2011-11-06	7	oceania	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	1e-06	0.0
A/Yamaguchi/77/2011	0.0004629503734792928	6.951802026516688	6.068660917047802	-8.928348190904444	3b60fb2	0.0004629503734792928	japan	-1.000088900581841e-12	0	0.0	2011-12-08	-2.1686264419947308	0.5480600052970585	8.50736249596675	-5.1529297708015775	-1.9071634419581034	0.0005813031393603647	11	-0.3416353281005056	2011.9390828199869	2011-12-09	7	japan_korea	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	7.7e-05	0.0
A/Antananarivo/3635/2012	0.002320074038055682	7.5384031306858175	6.645879967303666	-9.64122299685964	c139e7c	0.002320074038055682	madagascar	-1.000088900581841e-12	0	0.0	2012-06-15	-0.9517070393479284	0.5568542929301948	5.563638448919432	-8.106298251957286	-1.2336711628216006	0.0017451663376284493	11	-1.2906223506019099	2012.454483230664	2012-06-14	7	africa	-1.000088900581841e-12	True	2012-10-01	h3n2	ha	0.00018	0.0
A/Astrakhan/6/2012	0.0044650995955920455	7.4150144937420395	7.098057145680171	-8.531432870797296	f6f78f7	0.0044650995955920455	russia	-1.000088900581841e-12	0	4.828738975130368e-08	2012-05-17	-2.0860768432573593	-0.14668871772071454	4.827707437157603	-9.122017611402974	-1.752777461313491	0.0035097726567915486	12	0.6073516944008986	2012.3750855578367	2012-05-16	7	west_asia	-9.99866855976916e-13	True	2012-10-01	h3n2	ha	4e-06	0.0
A/Attecoube/GR741/2012	0.0009418206707738595	7.415014602617487	7.105162431733634	-10.36244613488364	f6f78f7	0.0009418206707738595	cote_d_ivoire	-1.000088900581841e-12	0	0.0	2012-07-07	-2.0860768432573593	0.25784851340355835	6.299569460681262	-7.0813827435265315	-1.8122776231682791	0.0005819485795258835	11	-1.2906223506019099	2012.514715947981	2012-07-06	7	africa	-1.000088900581841e-12	True	2012-10-01	h3n2	ha	0.001806	0.0
A/Bangladesh/1/2012	0.005006365503080886	7.538402860602777	6.645879967303666	-9.64122299685964	c139e7c	0.005006365503080886	bangladesh	-1.000088900581841e-12	0	0.0	2012-07-18	-0.9517070393479284	0.5568542929301948	5.563638448919432	-8.106298251957286	-1.6996629360124729	2.0235260706700703e-17	11	-1.2906223506019099	2012.5448323066394	2012-07-17	7	south_asia	-1.000088900581841e-12	True	2012-10-01	h3n2	ha	0.004696	0.0
A/Bangladesh/1621/2012	0.0029667351129363875	7.5384030657120595	6.645879967303666	-9.64122299685964	c139e7c	0.0029667351129363875	bangladesh	-1.000088900581841e-12	0	0.0	2012-09-26	-0.9517070393479284	-0.3196430411723965	6.299569460681262	-7.044516006385641	-0.2931005903843324	0.0017458994278960055	11	-1.2906223506019099	2012.7364818617386	2012-09-25	7	south_asia	-1.000088900581841e-12	True	2012-10-01	h3n2	ha	0.096235	0.0
A/Bangladesh/2596/2012	0.002327962666588711	7.710432371128963	7.4328708600219535	-9.64406536853073	a229f16	0.002327962666588711	bangladesh	-1.000088900581841e-12	0	0.0	2012-08-03	1.2023398340636668	0.08196276074083096	7.771431484204921	-5.397602522768711	-0.19650062119984463	0.0005814458116894552	11	-1.2906223506019099	2012.5886379192334	2012-08-02	7	south_asia	-1.000088900581841e-12	True	2012-10-01	h3n2	ha	0.014936	0.0
A/BuenosAires/10435982/2012	0.0021271918157860607	7.1710775065010965	7.4328708449597025	-10.80246751020501	f2ec31a	0.0021271918157860607	argentina	-1.000088900581841e-12	0	5.0203682005862105e-08	2012-07-27	-1.7755602087679272	0.712220041115604	7.771431484204921	-6.271229375670012	-0.6807948034493461	0.0011640754474120725	12	-0.3416353281005056	2012.5722108145105	2012-07-27	7	south_america	-1.000088900581841e-12	True	2012-10-01	h3n2	ha	0.009997	0.0
A/Cameroon/12V-4223/2012	0.004984941404319807	7.845171610541812	7.098057085893482	-10.360664062995232	f6f78f7	0.004984941404319807	cameroon	-1.000088900581841e-12	0	0.0	2012-09-16	-2.0860768432573593	0.21094564602683108	4.827707437157603	-9.122017611402974	-0.4272131122282055	0.005839382554138082	12	-0.3416353281005056	2012.7091033538672	2012-09-15	7	africa	-1.000088900581841e-12	True	2012-10-01	h3n2	ha	0.086439	0.0
A/Christchurch/516/2012	0.0020397816132520412	7.533299110318723	7.432870986613981	-9.425141830065215	f2ec31a	0.0020397816132520412	new_zealand	-1.000088900581841e-12	0	1.0224347139860523e-07	2012-07-08	-1.7755602087679272	-0.9821460428686694	8.50736249596675	-4.548995452434729	-0.32702764541404034	0.004081991537948432	12	-0.3416353281005056	2012.517453798768	2012-07-07	7	oceania	-1.000088900581841e-12	True	2012-10-01	h3n2	ha	0.00198	0.0
A/Denmark/68/2012	0.0009570706317907074	8.223859736901932	7.4328708600219535	-8.039462967369017	a229f16	0.0009570706317907074	denmark	-1.000088900581841e-12	0	0.0	2012-09-26	1.2023398340636668	-1.1521689371093058	9.24329350772858	-3.7454251153872358	0.17389406499645985	0.000582067920419746	11	-1.2906223506019099	2012.7364818617386	2012-09-25	7	europe	-1.000088900581841e-12	True	2012-10-01	h3n2	ha	0.096235	0.0
A/England/569/2012	0.0005097058131725875	8.223859736901932	7.4328708600219535	-8.039462967369017	a229f16	0.0005097058131725875	united_kingdom	-1.000088900581841e-12	0	0.0	2012-08-18	1.2023398340636668	-1.454106145846988	8.50736249596675	-4.5525653572326314	0.42891441489565324	0.0005820484667084918	12	-0.3416353281005056	2012.6324435318274	2012-08-18	7	europe	-1.000088900581841e-12	True	2012-10-01	h3n2	ha	0.036023	0.0
A/Fukuoka-C/10/2012	0.0007566581784774692	7.710432371128963	7.4328708600219535	-9.425141830065215	a229f16	0.0007566581784774692	japan	-1.000088900581841e-12	0	0.0	2012-05-12	1.2023398340636668	0.04385418099724007	7.771431484204921	-5.421253629296428	1.376518609529782	0.0005813265073220418	11	-1.2906223506019099	2012.3613963039013	2012-05-11	7	japan_korea	-9.99866855976916e-13	True	2012-10-01	h3n2	ha	2e-06	0.0
A/Ghana/DILI-0405/2012	0.0032585234102509505	7.4150145841421296	7.105162431733634	-9.381664016937426	f6f78f7	0.0032585234102509505	ghana	-1.000088900581841e-12	0	0.0	2012-08-03	-2.0860768432573593	0.7561914792812858	5.563638448919432	-8.149384551626913	-1.8376611686902307	0.004091561421200264	11	0.6073516944008986	2012.5886379192334	2012-08-02	7	africa	-1.000088900581841e-12	True	2012-10-01	h3n2	ha	0.014936	0.0
A/Guangdong-Haizhu/1375/2012	0.0007069812542671442	7.710432371128963	7.4328708600219535	-9.425141830065215	a229f16	0.0007069812542671442	china	-1.000088900581841e-12	0	0.0	2012-05-23	1.2023398340636668	0.04385418099724007	7.771431484204921	-5.421253629296428	1.3619137056438069	0.0005814263641991537	11	-1.2906223506019099	2012.3915126625602	2012-05-22	7	china	-1.000088900581841e-12	True	2012-10-01	h3n2	ha	9e-06	0.0
A/Hangzhou/A389/2012	0.0022190908477499947	7.533299110318723	7.4328708600219535	-9.425141830065215	f2ec31a	0.0022190908477499947	china	-9.99866855976916e-13	0	0.0	2012-08-29	-1.7755602087679272	0.02626560573096732	7.771431484204921	-5.421253629296428	0.04016498915497244	0.002912015390372946	12	-0.3416353281005056	2012.6598220396988	2012-08-28	7	china	-1.000088900581841e-12	True	2012-10-01	h3n2	ha	0.054270000000000006	0.0
A/Hawaii/22/2012	0.003793550063052219	7.570571907255816	7.432870939145211	-8.193383430482072	f2ec31a	0.003793550063052219	usa	-1.000088900581841e-12	0	1.262736633721954e-07	2012-07-10	-1.7755602087679272	1.4685287775653315	8.50736249596675	-5.450185589365106	-1.4112586050045899	0.0023297762115708285	12	-0.3416353281005056	2012.5229295003423	2012-07-09	7	north_america	-9.99866855976916e-13	True	2012-10-01	h3n2	ha	0.002374	0.0
A/HongKong/8152/2012	0.002390641693585357	7.710432270812073	7.43287091980864	-7.645140624914194	a229f16	0.002390641693585357	hong_kong	-1.000088900581841e-12	0	4.828738975130368e-08	2012-06-27	1.2023398340636668	-1.5273918761231242	8.50736249596675	-4.541321583584997	-0.06243220867684359	0.004087595957452945	10	0.6073516944008986	2012.4873374401093	2012-06-26	7	china	-1.000088900581841e-12	True	2012-10-01	h3n2	ha	0.000676	0.0
A/Idaho/20/2012	0.0006035055545248885	7.710432421978059	7.4328708600219535	-9.425141830065215	a229f16	0.0006035055545248885	usa	-1.000088900581841e-12	0	0.0	2012-06-09	1.2023398340636668	0.04385418099724007	7.771431484204921	-5.421253629296428	1.3743721838239347	0.0005813046933520425	11	-1.2906223506019099	2012.440793976728	2012-06-09	7	north_america	-1.000088900581841e-12	True	2012-10-01	h3n2	ha	9.9e-05	0.0
A/Indiana/158/2012	0.0010164702586345257	7.904900081978211	6.645880212944473	-10.892625983984695	dbdf9a1	0.0010164702586345257	usa	-1.000088900581841e-12	0	0.0	2012-08-03	-0.5113356628004092	0.5568542929301948	7.035500472443092	-7.622652233405109	-1.8666113854261415	0.0011617790275469224	11	-1.2906223506019099	2012.5913757700205	2012-08-03	7	north_america	-1.000088900581841e-12	True	2012-10-01	h3n2	ha	0.015909	0.0
A/Kagoshima/3/2012	0.0029868578255675023	7.570571907255816	7.432870782800372	-10.80246751020501	f2ec31a	0.0029868578255675023	japan	-1.000088900581841e-12	0	0.0	2012-06-29	-1.7755602087679272	0.5568542929301948	7.771431484204921	-6.271229375670012	-1.3748952672783514	2.042308195555592e-17	11	-1.2906223506019099	2012.4928131416839	2012-06-28	7	japan_korea	-1.000088900581841e-12	True	2012-10-01	h3n2	ha	0.0008300000000000001	0.0
A/Kyoto-C/1/2012	0.000956837799115793	8.186459117546638	7.4328708600219535	-9.425141830065215	a229f16	0.000956837799115793	japan	-1.000088900581841e-12	0	0.0	2012-08-11	1.2023398340636668	0.04385418099724007	7.771431484204921	-5.421253629296428	0.28483699410511637	0.0005819263170454593	11	-1.2906223506019099	2012.613278576317	2012-08-11	7	japan_korea	-1.000088900581841e-12	True	2012-10-01	h3n2	ha	0.025356	0.0
A/Lao/I726/2012	0.003436168901191604	7.5505083685801875	6.645880003022851	-9.552772039759395	c139e7c	0.003436168901191604	laos	-1.000088900581841e-12	0	2.8849002309585715e-08	2012-09-17	-0.9517070393479284	-2.280769183361806	6.299569460681262	-6.271126356304079	-0.28593835083878955	0.0023291728293759555	11	-1.2906223506019099	2012.7145790554414	2012-09-17	7	southeast_asia	-9.99866855976916e-13	True	2012-10-01	h3n2	ha	0.089081	0.0
A/Moramanga/3423/2012	0.0009065023956196656	7.495898302156651	7.432870782800372	-10.80246751020501	f2ec31a	0.0009065023956196656	madagascar	-1.000088900581841e-12	0	0.0	2012-05-24	-1.7755602087679272	0.5568542929301948	7.771431484204921	-6.271229375670012	-0.1283958780627866	2.0449649722682158e-17	11	-1.2906223506019099	2012.396988364134	2012-05-24	7	africa	-1.000088900581841e-12	True	2012-10-01	h3n2	ha	1.2e-05	0.0
A/Nicaragua/AGA2-05/2012	0.006529703132652283	7.904900081978211	6.645879775392629	-11.30071754362034	dbdf9a1	0.006529703132652283	nicaragua	-1.000088900581841e-12	0	0.0	2012-09-20	-0.5113356628004092	1.0346772543306042	7.771431484204921	-6.621463843910126	-0.4404156833510022	0.004658926556022278	12	-0.3416353281005056	2012.7227926078028	2012-09-20	7	north_america	-1.000088900581841e-12	True	2012-10-01	h3n2	ha	0.092445	0.0
A/Norway/1443/2012	0.0016857423966314053	7.904900081978211	6.645880212944473	-9.912906609247027	dbdf9a1	0.0016857423966314053	norway	-1.000088900581841e-12	0	0.0	2012-06-08	-0.5113356628004092	0.6272085939952857	7.035500472443092	-7.622652233405109	-1.8188582061555756	0.002325114230758886	10	-0.3416353281005056	2012.435318275154	2012-06-07	7	europe	-1.000088900581841e-12	True	2012-10-01	h3n2	ha	7.8e-05	0.0
A/Peru/PER111/2012	0.0045693680616502395	6.9220494647901685	7.432870782800372	-10.80246751020501	f2ec31a	0.0045693680616502395	peru	-1.000088900581841e-12	0	0.0	2012-06-01	-1.7755602087679272	1.7909859907803318	8.50736249596675	-5.332779057161336	-1.248041871613599	0.0035005367245367525	11	-1.2906223506019099	2012.4188911704312	2012-06-01	7	south_america	-1.000088900581841e-12	True	2012-10-01	h3n2	ha	3.6e-05	0.0
